id,raw_sentence,processed_sentence
9212,"However , Johnson would not let the military cross the borders and clean out the Communist bases .",however johnson would let military cross border clean communist basis
9213,"He was warned that they were building up a huge Army and would eventually launch an attack , but he ignored his military advisers .",warn build huge army would eventually launch attack ignore military adviser
9214,The Communists agreed .,communist agree
9215,They could not defeat the Americans .,could defeat american
9216,"However , what they hoped to do during the Tet Offensive was to sneak past the Americans and attack the ARVN in the urban areas where they were deployed doing successful Clear and Defend operations .",however hope tet offensive sneak past american attack arvn urban area deploy successful clear defend operation
9217,"The Communists thought they could defeat the ARVN , cause the fall of the South Vietnamese government , and the people would than rally to the Communist cause and leave the Americans stranded in a sea of angry peasants .",communist think could defeat arvn cause fall south vietnamese government people would rally communist cause leave american strand sea angry peasant
9218,THAT WAS THE PLAN .,plan
9219,What happened ?,happen
9220,The Americans detected the attempt to infiltrate the urban areas and were already redeploying troops from the rural areas .,american detect attempt infiltrate urban area already redeploy troops rural area
9221,The ARVN rushed back from holiday leave and counterattacked .,arvn rush back holiday leave counterattack
9222,Within 24 hours every Communist assault had been defeated except in the ancient capital of Hue .,within hour every communist assault defeat except ancient capital hue
9223,The government did NOT fall .,government fall
9224,And the South Vietnamese people ?,south vietnamese people
9225,"When give the ultimate choice , they rallied …",give ultimate choice rally
9226,TO THE SOUTH VIETNAMESE GOVERNMENT ….,south vietnamese government
9227,Tet was a huge military and political disaster for the Communists .,tet huge military political disaster communist
9228,They were chased back into Laos and Cambodia with the ARVN in hot pursuit .,chase back laos cambodia arvn hot pursuit
9229,"The people rejected their attempt to topple the government , and for all intents and purposes the US military ( and the ARVN ) handed Johnson the victory he had ordered them to achieve within the time - frame he ordered it .",people reject attempt topple government intent purpose us military arvn hand johnson victory order achieve within time frame order
9230,All he had to do for a complete victory was allow the military to go into Laos and Cambodia and finish off the shattered Communist forces .,complete victory allow military go laos cambodia finish shattered communist force
9231,But Johnson was so obtuse he did n’t understand he had a victory when it was handed to him on a silver platter .,johnson obtuse understand victory hand silver platter
9232,"Instead he pulled the military off , stopped the bombing of North Vietnam , withdrew from the presidential race , and spent the rest of his term in office trying to surrender to North Vietnam .",instead pull military stop bombing north vietnam withdraw presidential race spend rest term office try surrender north vietnam
9233,They screwed up by not accepting his surrender when he offered it .,screw accept surrender offer
9234,"The American people were NOT having any of it , and elected Richard Nixon to fix the mess LBJ had made ( not to surrender like the antiwar movement was demanding ) .",american people elect richard nixon fix mess lbj make surrender like antiwar movement demand
9235,In the end Nixon kept his promise for “ … peace with honor …. ”,end nixon keep promise peace honor
9236,But that ’s another question .,another question
9237,"To emancipate the south , but it was a serious failure .",emancipate south serious failure
9238,To make the war unpalatable to the American public .,make war unpalatable american public
9239,"In that , they pretty much succeeded .",pretty much succeed
9240,"Before Tet , the war was unpopular but tolerable to the majority of Americans in that the loss of American lives was seen as the cost of subduing the VC and NVA .",tet war unpopular tolerable majority american loss american life see cost subdue vc nva
9241,Tet made it clear that the war was a long way from being over if the Americans thought they could preserve the South and that the North was perfectly willing to suffer great losses to continue their fight .,tet make clear war long way american think could preserve south north perfectly willing suffer great loss continue fight
9242,There is a very good book on the subject that was written by General Vo Nguyen Giap .,good book subject write general vo nguyen giap
9243,Try google to find the title if you would like to read it .,try google find title would like read
9244,Bearded dragon question ... ?,bearded dragon question
9245,I just bought a baby one yesterday .,buy baby one yesterday
9246,I have a basking spot lamp that says it is a double reflector that focuses 35 % more light / heat and provides beneficial UVA rays important to the psycholical well - being of him .,basking spot lamp say double reflector focus light heat provide beneficial uva ray important psycholical well
9247,"My question is does that mean it gives him not only the heat , but the "" sun rays "" he needs ?",question mean give heat sun ray need
9248,I also was wondering how long should this light be on .,also wonder long light
9249,"The lady at pet smart said 4 hours , but on places on the net it says 10 to 12 hours .",lady pet smart say hour place net say hour
9250,"He 's getting used to his new home , but has n't eatin yet .",get used new home eat yet
9251,I have bearded dragon juvenile food and freeze - dried crickets .,bearded dragon juvenile food freeze dry cricket
9252,Any advice would be greatly appreciated .,advice would greatly appreciate
9253,Thank you for your time .,thank time
9254,"Let me try to break this down as simply as I can : diurnal ( active during the day time ) reptiles like the bearded dragon require 3 types of "" light , "" UVA , UVB , and heat .",let try break simply diurnal active day time reptile like bearded dragon require type light uva uvb heat
9255,"Any white light emitting light source will emit UVA , including heat bulbs , that 's the easy one to provide for .",white light emit light source emit uva include heat bulb easy one provide
9256,UVB on the other hand can only be reproduced by a fluorescent source .,uvb hand reproduce fluorescent source
9257,"UVB will always be a separate bulb from the heat lamp , unless you use a MVB ( mercury vapor bulb ) which is the only reptile use bulb that will emit both UVB and heat from one bulb .",uvb always separate bulb heat lamp unless use mvb mercury vapor bulb reptile use bulb emit uvb heat one bulb
9258,I highly recommend that you do not use coiled / compact UVB bulbs as they are known to cause severe eye damage and / or blindness in reptiles not to mention they have trouble maintaining UVB output over time .,highly recommend use coiled compact uvb bulb know cause severe eye damage blindness reptile mention trouble maintain uvb output time
9259,"The long tube UVB bulbs are best , like Zoomed 's Repsitun model : http://lllreptile.com/store/catalog/reptile-supplies/uvb-fluorescent-lights-mercury-vapor-bulbs/-/zoo-med-24-repti-sun-100-fluorescent-bulb/ Remember to replace UVB bulbs according to the manufacturer s recommendation after which time the bulb will no longer produce UVB even if visible light still is .",long tube uvb bulb good like zoomed 's repsitun model http://lllreptile.com/store/catalog/reptile-supplies/uvb-fluorescent-lights-mercury-vapor-bulbs/-/zoo-med-24-repti-sun-100-fluorescent-bulb/ remember replace uvb bulb accord manufacturer 's recommendation time bulb long produce uvb even visible light still
9260,"So , to answer your question , no , if you just have a bulb that says it produces UVA then you do not have "" the sun 's rays "" that your bearded needs .",answer question bulb say produce uva sun 's ray bearded need
9261,You need to also provide a source a UVB lighting .,need also provide source uvb lighting
9262,The person at Petsmart is very wrong ; in fact it is always a good idea to second guess what most pet store employees tell you ; they do n't have the best track record regarding giving reliable pet care info .,person petsmart wrong fact always good idea second guess pet store employee tell good track record regard give reliable pet care info
9263,"UVB and basking temp ( should be about 110 F for a baby , 95 F for an adult ) should be available for 10 - 12 hours a day .",uvb bask temp f baby f adult available hour day
9264,Freeze dried food is not a good staple food source ; you need to offer live feeder insects .,freeze dry food good staple food source need offer live feeder insect
9265,"Bearded dragons are sight hunters , they need to see the food move to trigger a feeding response , especially when they are babies .",bearded dragon sight hunter need see food move trigger feed response especially baby
9266,Live food is also higher in nutritional value than freeze dried .,live food also high nutritional value freeze dried
9267,"Crickets , silk worms , phoenix worms , and various feeder roaches , like red - lobster , turkistan , and dubia , are good example of staple insects to offer your bearded .",cricket silk worm phoenix worm various feeder roach like red lobster turkistan dubia good example staple insect offer bearded
9268,"Wax worms and meal worms should only be offered as treat items , for variety 's sake .",wax worm meal worm offer treat item variety 's sake
9269,I would highly recommend that you read through some reliable bearded guides to make sure you have everything set up correctly :,would highly recommend read reliable beard guide make sure everything set correctly
9270,http://herp-info.webs.com/beardeddragon.htm,http://herp-info.webs.com/beardeddragon.htm
9271,http://www.beardeddragon.org/articles/caresheet/?page=1,http://www.beardeddragon.org/articles/caresheet/?page=1
9272,mm it depends on the size of his tank or cage or whatever you have him in .. at least as far as i 'm concerned .,mm depend size tank cage whatever least far concerned
9273,"if there are shady areas he can move to ( for example a 3 x 5 x 4 tank with light on one side ) then you can leave it on a full 12 - 14 hours , if it s a small tank and he ca n't escape the light then 4 - 6 at most at a time though quite possibly 4 - 6 hours at a time twice a day .",shady area move example x x tank light one side leave full hour small tank escape light time though quite possibly hour time twice day
9274,either way you also need to keep an eye on the temperature if you are using a dry fish tank as UV lights in my experience up the temperature significantly and without proper ventilation it can become an oven .,either way also need keep eye temperature use dry fish tank ultra-violet light experience temperature significantly without proper ventilation become oven
9275,as to what the light provides it gives UV rays .. which is important for health in lizards as it is in humans .,light provide give ultra-violet ray important health lizard human
9276,That lady at PetSmart is a disgrace to the rest of us PetSmart associates ... sheesh .,lady petsmart disgrace rest petsmart associate sheesh
9277,"Yes , it gives him the "" sun rays "" necessary , that 's what UVA is .",yes give sun ray necessary uva
9278,"And it should be on 10 - 12 hours , just like the sun would be up for 10 - 12 hours in his natural environment .",hour like sun would hour natural environment
9279,"As for the heat , just be sure to use a thermometer .",heat sure use thermometer
9280,"Also , Beardies often do not eat food that is not moving , so it s anyone 's guess whether or not he 'll touch the freeze - dried crickets or the processed food .",also bearded often eat food move anyone 's guess whether touch freeze dry cricket process food
9281,"I tell all my customers they can try it , but do n't count on it .",tell customer try count
9282,"Also try green leafy veggies , like kale and spinach .",also try green leafy veggy like kale spinach
9283,Best of luck !,good luck
9284,Is a finch or a parakeet better ?,finch parakeet good
9285,"I am making a christmas list for my parents and i was going to ask for a bird and these are the affordable ones that i like , and i was wondering : which would not bite alot , and which are more fun to have as pets AND I NEED TO KNOW WHICH WOULD BE QUIETEST i honestly do nt care but my family does !",make christmas list parent go ask bird affordable one like wonder would bite alot fun pet need know would quiet honestly care family
9286,Please help me !,please help
9287,oh and please say y one is better thx !!!!!!,oh please say one good thx
9288,"Hi there ,",hi
9289,Please choose the parakeet ...,please choose parakeet
9290,Here s my reason .....,reason
9291,I did the same thing that you did for christmas .,thing christmas
9292,I ended up getting a pair of zebra finches for christmas .,end get pair zebra finch christmas
9293,At first it was all cool and all .,first cool
9294,They were chirping and doing their every day business .,chirp everyday day business
9295,After a couple of weeks I got tired of them .,couple week get tired
9296,They are quite messy and you can not hold or pet them .,quite messy hold pet
9297,I ve tried to tame them and they just would not get tamed .,try tame would get tame
9298,They do nt want to be held or touched .,want hold touch
9299,I want a bird that I can hold and do tricks .,want bird hold trick
9300,I still have them and they are doing well .,still well
9301,A couple of months after I got parakeets / budgies .,couple month get parakeet budgie
9302,They are adorable they have beautiful colors and personality .,adorable beautiful color personality
9303,I love them .,love
9304,First of all they are very tame .,first tame
9305,I tamed them in 4 days .,tame day
9306,They can do tricks and they are nt messy .,trick messy
9307,The whole family loves them .,whole family love
9308,My parents even plays with them .,parent even play
9309,They are a big part of our family .,big part family
9310,I hope this helps you with your decision .,hope help decision
9311,They are both about the same noise level .,noise level
9312,When choosing a parakeet look for a young one .,choose parakeet look young one
9313,"( the younger the eaiser to tame ) Look for clean smooth feathers , beak , and clean vent feathers ( the feathers around the butt .. dirty vent feathers means the bird is not healthy ) Look for a dark eye with no circles ( the older ones have a circle ring in their eyes ) .",young easy tame look clean smooth feather beak clean vent feather feather around butt dirty vent feather mean bird healthy look dark eye circle old one circle ring eye
9314,Look for a lot of stripes in their head that starts from the beak and goes back to the back fo the bird .,look lot stripe head start beak go back back bird
9315,the stripes are like hair the less stipes the older .,stripe like hair less stipe old
9316,( think of a balding man lol ) Look for clean feathers .,think bald man lol look clean feather
9317,If you want a boy the cere ( the nostrils piece above the beak ) must be blue .,want boy cere nostril piece beak must blue
9318,The girl has either pink or brown .,girl either pink brown
9319,I would recommend that you get two parakeets .,would recommend get two parakeet
9320,"But get either one male and one female , or two males .",get either one male one female two male
9321,Do not get two females .,get two female
9322,"They sometimes do nt get along ( you know how some girls are lol hahahaahh but for real though , two girls tend to fight a lot .",sometimes get along know girl lol hahahaahh real though two girl tend fight lot
9323,I have one yellow girl and a green and yellow boy .,one yellow girl green yellow boy
9324,They are the best !,good
9325,If you choose to get a parakeet this is a trick that I used to tame them .,choose get parakeet trick use tame
9326,"However if you plan on getting one , then get more than one at the same time they need company .",however plan get one get one time need company
9327,My mom told me how to tame them and I was very happy with the results .,mom tell tame happy result
9328,It took me 4 days to get the new one to be able to step on and eat out of my hand .,take day get new one able step eat hand
9329,These are the steps I used .,step use
9330,Honestly they have worked for me twice with my parakeets .,honestly work twice parakeet
9331,Hopefully they will work for you .,hopefully work
9332,"1 ) When you get the bird , place him or her or them in the cage .",get bird place cage
9333,Leave them in there with food and water and such for about 2 hours .,leave food water hour
9334,2 ) Then place you hand in the cage .,place hand cage
9335,I took the cage and place it next to the couch .,take cage place next couch
9336,"Then I sat on the couch , placed one hand in the cage , holding a millet spray .",sit couch place one hand cage hold millet spray
9337,"( this way the will associate your hand with food , and birds love food lol ) Then I turned on the tv and watch .",way associate hand food bird love food lol turn tv watch
9338,This way they will see that your hand is good and it s not going to grab them or hurt them .,way see hand good go grab hurt
9339,Do this for about one hour .,one hour
9340,( you can take breaks if you have too ) and repeat the steps after about 2 hours .,take break repeat step hour
9341,"3 ) After about day 2 , they will start to eating the millet spray from your hand .",day start eat millet spray hand
9342,"( do not take away the food dish from the birds , they will associate you as the person who takes away their food ) ....",take away food dish bird associate person take away food
9343,"Then take your finger and place it under their belly , in front of their feet and say up .",take finger place belly front feet say
9344,Push you finger to their feet gently and say up .,push finger foot gently say
9345,( the first couple of times they will fly all over the cage but as long as you do nt jump back or screem they will get used to you ) They will have no choice but to go on your finger .,first couple time fly cage long jump back screem get used choice go finger
9346,"When they see that you ar nt harming them , the will go up on your finger when you say up .",see harm go finger say
9347,4 ) If they are not going up by now you just got ta keep trying and keep trying .,go get keep try keep try
9348,"Do not hit , yell , or harm them .",hit yell harm
9349,You have patience .,patience
9350,Do nt give up !,give
9351,"After a couple of weeks mines knows when I say shoulder it means ot go on my sholder , when I say up it means to jump up on my finger , when I say up and out it means up on my finger and out of the cage .",couple week know say shoulder mean go sholder say mean jump finger say mean finger cage
9352,and when I say go home it means to go in the cage .,say go home mean go cage
9353,Good luck !,good luck
9354,They worked for me and I hope they worked for you !,work hope work
9355,They are awesome !!!!!!!!!!!!!!!,awesome
9356,And that s my reason why you should choose a parakeet over a finch .,reason choose parakeet finch
9357,a parakeet is friendlier,parakeet friendly
9358,Parakeet .,parakeet
9359,They are normally quiet and it is easy to take care of them .,normally quiet easy take care
9360,They are also friendly .,also friendly
9361,I have a parakeet named Cookie . :P,parakeet name cookie :p
9362,When is the best time to travel to Ireland ?,good time travel ireland
9363,My sister and I would like to go to Ireland .,sister would like go ireland
9364,"I graduate in the spring , and so we 'd like to go between then and winter .",graduate spring would like go winter
9365,"We do n't want too many tourists , and since we 'll both be out of school we can go anytime between the middle of June to early November .",want many tourist since school go anytime middle june early november
9366,"We do n't want it to be too cold ( not sure when exactly there fall is ... or what the weather is really like there during our autumn months ) , but we do n't feel like we need to go right in the middle of summer either .",want cold sure exactly fall weather really like autumn month feel like need go right middle summer either
9367,We 're both in our early 20s and just wanting to explore the beautiful country while we 're still young and before our lives start to get even crazier !,early 20s want explore beautiful country still young life start get even crazy
9368,Can anyone give me an idea of when the best time for us to go to Ireland would be ?,anyone give idea good time go ireland would
9369,"People do not go to Ireland on holiday for the weather , it is unpredictable .",people go ireland holiday weather unpredictable
9370,One thing you can be sure of about Irish weather is how little you can be sure of .,one thing sure irish weather little sure
9371,"It may be shirtsleeves and sunglasses in February , but winter woollies in March and even during the summer .",may shirtsleeve sunglasses february winter woolly march even summer
9372,And then there ’s the rain .,rain
9373,"Ireland receives a lot of rain , with certain areas getting a soaking as many as 270 days of the year .",ireland receive lot rain certain area get soaking many day year
9374,County Kerry is the worst affected .,county kerry bad affect
9375,"The southeast is the driest , enjoying a more continental climate .",southeast dry enjoy continental climate
9376,"The Irish weather works on the ‘ four seasons in a day ’ principle , which basic­ally means that you ca n’t predict a thing when it comes to the behaviour of the sky .",irish weather work four season day principle basically mean predict thing come behaviour sky
9377,"Some basic assumptions , however , can be made .",basic assumption however make
9378,"In summer , from May to July , the days are reasonably warm and – most importantly – very long : at the height of summer you wo n’t need to turn on lights until after 10 pm .",summer may july day reasonably warm importantly long height summer need turn light p.m.
9379,"It is also peak tourist season , which means there are far more people just about everywhere but the most remote corners of the island , and prices are at their highest .",also peak tourist season mean far people everywhere remote corner island price high
9380,"Not surprisingly , most of the yearly festivals occur during these times so as to take advantage of the crowds and the more favourable weather .",surprisingly yearly festival occur time take advantage crowd favourable weather
9381,"Spring ( February to April ) and Autumn ( August to October ) make good alternatives , although the country ’s ever - growing popularity as a tourist destination can often blur the lines between mid - and high - season tourism .",spring february april autumn august october make good alternative although country 's ever grow popularity tourist destination often blur line mid high season tourism
9382,"Still , you have a better chance of some peace and quiet , and the weather can be surprisingly better in April and September than in mid-July – again , it ’s all part of the uncertainty principle .",still good chance peace quiet weather surprisingly good april september mid-july part uncertainty principle
9383,Spring festivities include the ever - popular St Patrick ’s Festival .,spring festivity include ever popular st patrick 's festival
9384,"Although temperatures do not often venture below freezing , winter ( December to February ) can be brutal , for huge parts of the country – the west and northwest in particular .",although temperature often venture freezing winter december february brutal huge part country west northwest particular
9385,"Crowds are at their thinnest , but many of the country ’s tourist attractions and services close down in October and do n’t reopen until Easter , which paradoxically leaves visitors with a more convincing taste of how Ireland is experienced by most of the Irish : it ’s cold , grey and dark by 5 pm , but there ’s always a pub to escape into when the rain starts sheeting down .",crowd thin many country 's tourist attraction service close october reopen easter paradoxically leave visitor convincing taste ireland experience irish cold grey dark p.m. always pub escape rain start sheet
9386,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it is cold and take off layers when it warms up .",thing bring right clothing clothes layer cold take layer warm
9387,Waterproof clothing and footwear are essential plus an umbrella ..,waterproof clothing footwear essential plus umbrella
9388,"As that famous Scotsman Billy Connolly says "" there is no such thing as bad weather just the wrong clothes """,famous scotsman billy connolly say thing bad weather wrong clothes
9389,"Afraid I can not be more helpful , it is really a case of pot luck , although as the weather is so changeable often a cold wet morning will turn into a lovely warm sunny afternoon and evening or visa versa .",afraid helpful really case pot luck although weather changeable often cold wet morning turn lovely warm sunny afternoon evening vice versa
9390,If you mean the Republic of Ireland ( Dublin ) then anytime .,mean republic ireland dublin anytime
9391,The summer there is much more mild than most of the US ( are you coming from the US ? ) .,summer much mild us come us
9392,Their seasons are the same as all the countries in the Northern Hemisphere but I would suggest fall .,season country northern hemisphere would suggest fall
9393,It does get pretty cold in Ireland so going before winter is your best bet .,get pretty cold ireland go winter good bet
9394,September for example .,september example
9395,Rent a car and spend a couple days outside of Dublin seeing the countryside and you will have the trip of a lifetime .,rent car spend couple day outside dublin see countryside trip lifetime
9396,"To explore the beautiful countryside you will need to be old enough to hire a car because public transport is expensive & only goes as far as the main towns / cities , most rural places do n't have a bus or train service .",explore beautiful countryside need old enough hire car public transport expensive go far main town city rural place bus train service
9397,You could stay in a city & get a bus tour to say the Cliffs of Moher or Dingle peninsula but you will be with all the other tourists .,could stay city get bus tour say cliff moher dingle peninsula tourist
9398,By definition most tourists will go to the best places so you might have to put up with a few tourists along the way .,definition tourist go good place might put tourist along way
9399,Best weather the past couple of years has been around late April - late May but it can pour with rain for days on end at any time of the year so be prepared with waterproof jackets / boots etc .,good weather past couple year around late april late may pour rain day end time year prepared waterproof jacket boot etc.
9400,"We only had a few sunny days this summer , barely 24 C on a few occasions , more like 14 C most days .",sunny day summer barely c occasion like c day
9401,We used our BBQ on precisely 4 occasions .,use bbq precisely occasion
9402,Autumn is from mid August onwards as far as the weather goes if not officially according to the calender .,autumn mid august onwards far weather go officially accord calender
9403,"The days start to shorten & it gets even wetter , windier & colder .",day start shorten get even wet windy cold
9404,"We had frosts in October so I would n't advise visiting late in the year to be honest , Spring time is your best bet .",frost october would advise visit late year honest spring time good bet
9405,You do realise it is quite expensive to visit Ireland ?,realise quite expensive visit ireland
9406,"You are going to need a few thousand dollars saved up for flights , insurance , food , accommodation & spending money .",go need thousand dollar save flight insurance food accommodation spending money
9407,Eating out in particular is quite expensive compared to America I believe .,eat particular quite expensive compare america believe
9408,Golden Wonder KilliFish Breeding Help ?,golden wonder killifish breeding help
9409,I have 4 Golden Wonder Killifish .,golden wonder killifish
9410,1 of them is really colorful and is about 6 cm long .,really colorful cm long
9411,2 of them are kinda whitish and are about 4 - 5 cm long .,kinda whitish cm long
9412,The last one is colourful too but it is about 4 cm long .,last one colourful cm long
9413,"I feed them Flakes , and Live Earthworms uncut everyday .",feed flake live earthworm uncut everyday
9414,Can you tell me the whole process of breeding them and taking care of the babies ?,tell whole process breed take care baby
9415,Thanks in Advance .,thanks advance
9416,Wow !,wow
9417,"If they are able to take earthworms uncut , that is really impressive !",able take earthworm uncut really impressive
9418,"I aspire to your feeding regime , flakes early and something live later in the day .",aspire feeding regime flake early something live late day
9419,"Worms ( and Daphnia ) are also rich in Lipids , substances important in forming eggs and growing young .",worm daphnia also rich lipid substance important form egg grow young
9420,I think that you understand that your largest and smallest golden wonders are males .,think understand large small golden wonder male
9421,If you would like more on sexing out Aplocheilus lineatus take a look at the discussion in the first source below .,would like sex aplocheilus lineatus take look discussion first source
9422,If you have plants in your tank .,plant tank
9423,your lineatus are already spawning .,lineatus already spawn
9424,"If conditions are favorable ( 78 - 82 F ) and the fish are obviously well fed as yours are , they will spawn .",condition favorable f fish obviously well feed spawn
9425,( I 've even had a pair of killies leave eggs on a floating thermometer !,even pair killy leave egg float thermometer
9426,If you wish to pick eggs make a acrylic spawning mop .,wish pick egg make acrylic spawning mop
9427,Check out the second source .,check second source
9428,"I prefer darker colors because I can see their eggs , more easily and the fish look better next to them .",prefer dark color see egg easily fish look good next
9429,"Use a well rinsed medicine vial , a cork , new fishing bobber or even a piece of non-crumbly styrofoam to float them .",use well rinse medicine vial cork new fishing bobber even piece non-crumbly styrofoam float
9430,"There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there .",couple way one could spawn lineatus mop spawn water incubate two week pick egg mop put tray treated seasoned water set parent plant tank move fry hatch
9431,"If you have the room to separate the male ( s ) & females ( s ) , & feed them well on live foods , ( assuming that you are doing weekly 50 % water changes ) when you put them together they will leave a lot more eggs .",room separate male female feed well live food assume weekly water change put together leave lot egg
9432,"Just making up examples , but if a pair is constantly together , they may lay 10 - 15 eggs a day .",make example pair constantly together may lay egg day
9433,"With extra blackworms and maybe frozen ( defrosted , rinsed ) frozen foods earlier in the day , they may leave 30 - 40 eggs at a time .",extra blackworm maybe freeze defrost rinse freeze food early day may leave egg time
9434,"Separated and feed extremely nourishing stuff , they may produce more .",separate feed extremely nourishing stuff may produce
9435,Separating a pair some time before a show ( killies are usually shown & judged & often sold as pairs ) will encourage them to court and show their best colors .,separate pair time show killy usually show judge often sell pair encourage court show good color
9436,They also start the day with no nicks or dings in their fins .,also start day nick ding fin
9437,The water changes help with that too .,water change help
9438,You also may need to treat the incubation water .,also may need treat incubation water
9439,The chlorine and ammonia ( choramine ) are not good for the eggs .,chlorine ammonia choramine good egg
9440,Ironically sometimes it is wise to leave the newly picked eggs in fresh tap water with some chlorination to kill microscopic critters that ride in with the eggs .,ironically sometimes wise leave newly pick egg fresh tap water chlorination kill microscopic critter ride egg
9441,"THEN put the eggs in water treated a couple of days before with a water treatment and left open to "" breathe "" .",put egg water treat couple day water treatment leave open breathe
9442,Leaving a jar with a dozen black worms in it will sate the adult 's desire for snacks and they are more likely to leave fry or eggs alone .,leave jar dozen black worm sate adult 's desire snack likely leave fry egg alone
9443,If a pair is n't leaving eggs ... check the following :,pair leave egg check follow
9444,1 . Is a tank mate ( such as another female killie or a Cory or large snails ) rating the eggs ?,tank mate another female killie cory large snail rate egg
9445,2 . Have we kept up with partial water changes ?,keep partial water change
9446,3 . Is there too much mineral in the water ?,much mineral water
9447,Aplo. lineatus are wide - spread over southern India .,aplo. lineatus wide spread southern india
9448,That indicates that they thrive in different water chemistries .,indicate thrive different water chemistry
9449,"Still if you can get your pet shop to do a hardness or TDS ( total Dissolved Solids ) test , that may give you a hint .",still get pet shop hardness tds total dissolve solid test may give hint
9450,"Winging it a little here , a hardness of 100 to nearly 200 PPM ( parts per million ) or 5.8 to 10.6 DH should be fine for gardneri .",wing little hardness nearly ppm part per million dh fine gardnerus
9451,TDS meters ( the thrifty aquarist 's hardness meter can be used if one has seen one of your municipal water department 's annual reports .,tds meter thrifty aquarist 's hardness meter use one see one municipal water department 's annual report
9452,"They include a number of minerals there and you can figure out what percentage of that would be your hardness minerals ( calcium , magnesium and iron ) .",include number mineral figure percentage would hardness mineral calcium magnesium iron
9453,A number of minerals are not of much consequence .,number mineral much consequence
9454,However if there is a high level of sodium chloride ( common salt ) that can break down the chorion ( shell ) around the egg and allow critters to get in and eat the yoke and embryo . ),however high level sodium chloride common salt break chorion shell around egg allow critter get eat yoke embryo
9455,Ironically sometimes it is wise to newly picked eggs in fresh tap water with some chlorination to kill microscopic critters that ride in with the eggs .,ironically sometimes wise newly pick egg fresh tap water chlorination kill microscopic critter ride egg
9456,"THEN put the eggs in water treated a couple of days before with a water treatment and left open to "" breathe "" .",put egg water treat couple day water treatment leave open breathe
9457,"If you get eggs in the mail in a medicine vial , that is fine .",get egg mail medicine vial fine
9458,"But get the eggs out , maybe rinsed in fresh tap water and then into the incubation water .",get egg maybe rinse fresh tap water incubation water
9459,In time the eggs can suffocate in the shipping container .,time egg suffocate shipping container
9460,"After a number of people began complaining about "" mystery deaths "" among incubating eggs , some of the more advanced killie people began suggesting that after 7 - 8 days of incubation , one should do a 100 % water change - as the eggs develop , they do release waste material .",number people begin complain mystery death among incubate egg advanced killie people begin suggest day incubation one water change egg develop release waste material
9461,Another problem is that sometimes bad eggs will fungus and the fungus will spread out and kill all the eggs .,another problem sometimes bad egg fungus fungus spread kill egg
9462,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs out with a pipette or eyedropper .",people put dilute acriflaven solution slow fungus one take white egg pipette eyedropper
9463,Other will add a drop of Methylene blue .,add drop methylene blue
9464,"If an egg turns blue , it had died and then became dyed as the outer membrane broke down .",egg turn blue die become dyed outer membrane break
9465,Get those out ASAP too .,get asap
9466,Hope there is useful grist for the mill here .,hope useful grist mill
9467,Disney cruise line with young ones ?,disney cruise line young one
9468,I will be taking my 3 and 4 yr olds .,take year old
9469,What is the best time of year ?,good time year
9470,Should I get a balcony ?,get balcony
9471,Any tips or advice to make this a great experience ??,tip advice make great experience
9472,Thanks !!!,thanks
9473,It is vacation time .,vacation time
9474,Many families are set to plan a best holidaying .,many family set plan good holidaying
9475,"They look for fun filled , rejuvenating and memorable vacation .",look fun fill rejuvenating memorable vacation
9476,There can be many ideas ; one can see numerous options passing through their mind .,many idea one see numerous option pass mind
9477,What is the best option ?,good option
9478,"Especially if you are planning to spend couple days with family and kids , which best suit you can select ?",especially plan spend couple day family kid good suit select
9479,"Disney cruises , is a simple answer to this .",disney cruise simple answer
9480,There are many reasons to say Disney cruise is the best bet for you to have a enjoyable holiday tour .,many reason say disney cruise good bet enjoyable holiday tour
9481,"From 1998 onwards , from its inception Disney cruise has attracted many and continue to attract more and more .",onwards inception disney cruise attract many continue attract
9482,"This is a spectacular ship , a very popular choice of families to spend their leisure time .",spectacular ship popular choice family spend leisure time
9483,"The ship is designed thematically , with imposing animated cartoon characters .",ship design thematically imposing animated cartoon character
9484,Do you feel that the holidaying with the animated cartoons will impress only young ones ?,feel holidaying animated cartoon impress young one
9485,"No , the luxurious facilities and fun filled activities in the Disney cruise are very attractive to people of all ages .",luxurious facility fun fill activity disney cruise attractive people age
9486,"Whatever be the age , you will have the choice of variety of activities to forget about your hectic day - to - day activities .",whatever age choice variety activity forget hectic day day activity
9487,Kids fun games and video shows are added to the other facilities .,kid fun game video show add facility
9488,"There are two ships , Disney magic and Disney wonder .",two ship disney magic disney wonder
9489,Both are made keeping in mind the comforts of the travelers .,make keep mind comfort traveler
9490,"Disney cruises offer 24 - hour room services , and the crews are ready to serve you the way you like .",disney cruise offer hour room service crew ready serve way like
9491,"It has got very spacious rooms , furnished completely and neatly .",get spacious room furnish completely neatly
9492,These are decorated uniquely and marvelously .,decorate uniquely marvelously
9493,"The ship offers variety of eatables , deliciously made .",ship offer variety eatables deliciously make
9494,"Sea fishes , prawns and many nice options are there in different restaurants aboard .",sea fish prawn many nice option different restaurant aboard
9495,There are many good options of delicious food on the shores as well .,many good option delicious food shore well
